created_at;q;st;score;doc
2026-06-09 20:32:43.171929+00;Télétravail supprimé — le CSE peut s'y opposer ?;decret;0.291;Décret n° 2025-1381 du 26 décembre 2025 relatif aux instances de dialogue social et à la négociation collective au sein 
2026-06-09 20:32:43.171929+00;Télétravail supprimé — le CSE peut s'y opposer ?;accord_branche;0.283;Accords de branche — Syntec (IDCC 1486)
2026-06-09 20:32:43.171929+00;Télétravail supprimé — le CSE peut s'y opposer ?;accord_branche;0.283;Accords de branche — Syntec (IDCC 1486)
2026-06-09 20:32:43.171929+00;Télétravail supprimé — le CSE peut s'y opposer ?;convention_collective_nationale;0.283;CCN Syntec (IDCC 1486)
2026-06-09 12:32:29.623265+00;Je veux la liste complète, indique la durée de protection pour chacun;decret;0.350;Décret n° 2025-860 du 29 août 2025 fixant les niveaux de prise en charge des contrats d'apprentissage
2026-06-09 12:32:29.623265+00;Je veux la liste complète, indique la durée de protection pour chacun;arrete;0.326;Arrêté du 1er décembre 2025 portant délégation de signature aux agents chargés de l'animation de la politique ministérie
2026-06-09 12:32:29.623265+00;Je veux la liste complète, indique la durée de protection pour chacun;code_sante_publique_reglementaire;0.336;Code de la santé publique — Partie réglementaire
2026-06-09 12:32:29.623265+00;Je veux la liste complète, indique la durée de protection pour chacun;code_securite_sociale;0.336;Code de la sécurité sociale — Partie législative
2026-06-09 12:31:18.55786+00;Il manque encore certains types de salariés;arret_cour_cassation;0.336;Cass. Chambre civile 2, 16/10/2025, n° 23-16.569
2026-06-09 12:31:18.55786+00;Il manque encore certains types de salariés;arret_cour_cassation;0.305;Cass. Chambre sociale, 01/07/2009, n° 08-40.988
2026-06-09 12:31:18.55786+00;Il manque encore certains types de salariés;arret_cour_cassation;0.346;Cass. Chambre sociale, 22/01/2025, n° 23-20.466
2026-06-09 10:03:04.31136+00;pourquoi tu n'inclus pas TOUS LES SALARIÉS PROTÉGÉS ?;arrete;0.326;Arrêté du 26 novembre 2025 modifiant l'arrêté du 12 novembre 2024 relatif aux critères d'affectation du solde de la taxe
2026-06-09 10:02:20.453+00;NON JE VEUX QUE TU FASSES UN TABLEAU INDIQUANT L'ENSEMBLE DES SALARIÉS PROTÉGÉS, LA DURÉE DE PROTECTION ET LES RÉFÉRENCES LEGALES;arrete;0.332;Arrêté du 2 décembre 2025 portant modification de l'arrêté du 17 octobre 1995 modifié relatif à la tarification des risq
2026-06-09 10:02:20.453+00;NON JE VEUX QUE TU FASSES UN TABLEAU INDIQUANT L'ENSEMBLE DES SALARIÉS PROTÉGÉS, LA DURÉE DE PROTECTION ET LES RÉFÉRENCES LEGALES;arret_cour_cassation;0.342;Cass. Chambre sociale, 12/06/2024, n° 23-10.838
2026-06-09 10:02:20.453+00;NON JE VEUX QUE TU FASSES UN TABLEAU INDIQUANT L'ENSEMBLE DES SALARIÉS PROTÉGÉS, LA DURÉE DE PROTECTION ET LES RÉFÉRENCES LEGALES;arret_cour_cassation;0.346;Cass. Chambre sociale, 05/01/2022, n° 20-12.471
2026-06-09 10:02:20.453+00;NON JE VEUX QUE TU FASSES UN TABLEAU INDIQUANT L'ENSEMBLE DES SALARIÉS PROTÉGÉS, LA DURÉE DE PROTECTION ET LES RÉFÉRENCES LEGALES;arret_cour_cassation;0.346;Cass. Chambre sociale, 17/12/2025, n° 23-20.468
2026-06-09 09:58:59.372414+00;Intègre ces éléments dans le tableau et vérifie s'il manque d'autres éléments;code_securite_sociale;0.344;Code de la sécurité sociale — Partie législative
2026-06-09 09:52:29.367404+00;Fais moi un nouveau tableau récapitulatif en incluant tous les salariés protégés, la durée de protection et la référence légale;arret_cour_cassation;0.295;Cass. Chambre sociale, 17/12/2025, n° 23-20.468
2026-06-09 09:52:29.367404+00;Fais moi un nouveau tableau récapitulatif en incluant tous les salariés protégés, la durée de protection et la référence légale;code_securite_sociale_reglementaire;0.295;Code de la sécurité sociale — Partie réglementaire
2026-06-09 09:52:29.367404+00;Fais moi un nouveau tableau récapitulatif en incluant tous les salariés protégés, la durée de protection et la référence légale;code_travail;0.346;Code du travail — Partie législative
2026-06-09 09:52:29.367404+00;Fais moi un nouveau tableau récapitulatif en incluant tous les salariés protégés, la durée de protection et la référence légale;arret_cour_cassation;0.318;Cass. Chambre sociale, 05/01/2022, n° 20-12.471
2026-06-09 09:52:29.367404+00;Fais moi un nouveau tableau récapitulatif en incluant tous les salariés protégés, la durée de protection et la référence légale;arret_cour_cassation;0.307;Cass. Chambre sociale, 01/06/2017, n° 16-16.779
2026-06-09 09:52:29.367404+00;Fais moi un nouveau tableau récapitulatif en incluant tous les salariés protégés, la durée de protection et la référence légale;arret_cour_cassation;0.297;Cass. Chambre sociale, 12/06/2024, n° 23-10.838
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;code_travail;0.334;Code du travail — Partie législative
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;arret_cour_cassation;0.346;Cass. Chambre sociale, 15/10/2025, n° 24-60.159
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;arret_cour_cassation;0.318;Cass. Chambre sociale, 31/01/2018, n° 16-17.886
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;arret_cour_cassation;0.322;Cass. Chambre sociale, 22/09/2021, n° 20-16.859
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;arret_cour_cassation;0.338;Cass. Chambre sociale, 13/09/2023, n° 22-14.043
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;code_travail;0.342;Code du travail — Partie législative
2026-06-09 09:47:28.543771+00;Tu as oublié ces statuts : salarié en congé paternité, salarié en grossesse, en congé maternité, élus CSE;arret_cour_cassation;0.342;Cass. Chambre sociale, 17/12/2025, n° 24-20.405
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;arret_cour_appel;0.315;Cour d'appel de Grenoble, Ch.sociale-sect.prud'hom, 26/02/2026, n° 23/02318
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;arret_cour_cassation;0.287;Cass. Chambre sociale, 09/10/2019, n° 18-13.529
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;arret_cour_cassation;0.293;Cass. Chambre sociale, 12/06/2024, n° 22-20.473
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;code_sante_publique_reglementaire;0.301;Code de la santé publique — Partie réglementaire
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;arret_cour_appel;0.239;Cour d'appel de Amiens, 5EME CHAMBRE PRUD'HOMALE, 29/04/2026, n° 25/02255
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;code_sante_publique_reglementaire;0.275;Code de la santé publique — Partie réglementaire
2026-06-07 16:21:13.397016+00;Organiser un archivage sécurisé et daté

Classez chaque entretien dans le dossier individuel (papier ou numérique) avec index : date, type d’entretien, preuve de remise. Conservez ces pièces au moins pendant la durée du contrat + 5 ans, afin de couvrir les prescriptions en matière de rupture et de demandes indemnitaires.

Est ce vrai ?;arret_cour_appel;0.285;Cour d'appel de Lyon, CHAMBRE SOCIALE A, 06/05/2026, n° 23/02409
2026-06-07 15:56:05.72352+00;Comment rédiger, faire signer et conserver les entretiens annuels et professionnels afin qu’ils puissent être utilisés comme éléments de preuve en cas de contestation par un salarié ?;arret_cour_appel;0.326;Cour d'appel de Pau, Chambre sociale, 30/04/2026, n° 24/00728
2026-06-07 15:56:05.72352+00;Comment rédiger, faire signer et conserver les entretiens annuels et professionnels afin qu’ils puissent être utilisés comme éléments de preuve en cas de contestation par un salarié ?;arret_cour_cassation;0.334;Cass. Chambre sociale, 11/03/2026, n° 24-22.163
2026-06-07 15:56:05.72352+00;Comment rédiger, faire signer et conserver les entretiens annuels et professionnels afin qu’ils puissent être utilisés comme éléments de preuve en cas de contestation par un salarié ?;arret_cour_cassation;0.277;Cass. Chambre sociale, 14/02/2024, n° 22-20.430
2026-06-07 15:04:58.703193+00;Tu es d'accord avec ça : Checklist contrat, disciplinaire, santé et dispositifs spécifiques

Pour un dossier salarié prêt à un contentieux, visez une conservation alignée sur les prescriptions légales (par exemple 24 mois pour certains dispositifs d’insertion, article R.5132-1-7 C. trav.) et, à défaut de texte précis dans vos sources, sur le délai de prescription le plus défavorable (notamment 2 ans pour de nombreuses actions liées au contrat, article L.1471-1 C. trav.). La liste ci‑dessous distingue obligations textuelles et pratiques prudentes.





Contrat de travail et avenants – Pratique prudente : durée du contrat + au moins 5 ans après la rupture (vos sources ne fixent pas de délai chiffré). Vérifier : pièce présente, lisible, signée.



Correspondances disciplinaires (avertissements, mises à pied, licenciement, rupture conventionnelle) – Pratique prudente : au moins pendant les délais d’actions potentielles (minimum 2 ans, art. L.1471-1 C. trav., mentionné dans vos sources). Vérifier : classement chronologique, pièces complètes.



Suivi de la santé au travail côté employeur (convocations, avis d’aptitude/inaptitude, échanges administratifs) – Pratique prudente : 5 ans après la fin du contrat. Dossier médical conservé par le service de santé, pas dans le dossier RH. Vérifier : aucune donnée médicale détaillée dans vos archives internes.



Justificatifs d’absences et congés (demandes, validations, soldes) – Pratique prudente : au moins 2 ans après la période concernée, les éléments de paie associés restant 6 ans (art. L.243-16 CSS cité dans vos sources). Vérifier : cohérence entre soldes de congés et bulletins.



Documents de formation (conventions, convocations, attestations, preuves de réalisation) – Pratique prudente : 3 à 5 ans selon le financement et les risques de contestation (durée non chiffrée dans vos sources). Vérifier : traçabilité des formations obligatoires et de prévention.



Registre du personnel et mentions individuelles – Pratique prudente dans le dossier salarié : conserver une copie des mentions essentielles 5 ans après le départ. Vos sources ne fixent pas ici de durée détaillée, ajuster selon votre politique d’archivage global.



Pièces d’éligibilité à des dispositifs d’insertion par l’activité économique – Obligation textuelle : 24 mois à compter de la déclaration d’éligibilité (article R.5132-1-7 C. trav. repris dans vos sources). Vérifier : date de départ clairement identifiée, archivage séparé si le dispositif est temporaire.



Autres pièces de preuve liées à un litige potentiel (témoignages, e‑mails, comptes rendus) – Pratique prudente : conserver au moins pendant le délai de prescription du litige visé (souvent 2 ans, art. L.1471-1 C. trav., dans vos sources), et jusqu’à clôture définitive du contentieux si une action est engagée.



RGPD et proportionnalité – Pour chaque document, vérifier : finalité identifiée, durée justifiée (texte ou prescription), accès restreint. Vos sources rappellent que tous les délais de conservation ne sont pas listés : certaines durées restent donc des choix de prudence à formaliser dans votre politique interne.;code_sante_publique_reglementaire;0.154;Code de la santé publique — Partie réglementaire
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;arret_cour_appel;0.295;Cour d'appel de Nimes, 5ème chambre sociale PH, 24/03/2026, n° 24/03516
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;arret_cour_appel;0.281;Cour d'appel de Rennes, 7ème Ch Prud'homale, 05/03/2026, n° 23/00114
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;arret_cour_cassation;0.285;Cass. Chambre sociale, 15/10/2025, n° 22-20.716
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;arret_cour_appel;0.291;Cour d'appel de Grenoble, Ch.sociale-sect.prud'hom, 24/03/2026, n° 23/03147
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;arret_cour_appel;0.299;Cour d'appel de Nimes, 5ème chambre sociale PH, 17/03/2026, n° 24/03330
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;code_sante_publique_reglementaire;0.305;Code de la santé publique — Partie réglementaire
2026-06-07 14:39:54.577665+00;Oui je souhaite une liste complète au format tableau. indique aussi fiche d'évaluation, attestation d'entretien, dossier disciplinaire et toutes informations utiles;code_sante_publique_reglementaire;0.315;Code de la santé publique — Partie réglementaire
2026-06-07 14:36:46.678875+00;Ne te limite pas à une SARL de moins de 10 salariés. Donne les informations de façon générale;code_travail_reglementaire;0.350;Code du travail — Partie réglementaire
2026-06-07 13:40:25.676811+00;Es tu d'accord avec ces éléments ?
Poser la hiérarchie des normes dans chaque procédure
Commencez chaque trame par un bloc « Base juridique » rappelant : loi/règlement > jurisprudence > contrat de travail > documents d’entreprise > usages. Indiquez les codes applicables (travail, civil, sécurité sociale, RGPD) et, le cas échéant, le Code du commerce si la décision touche un dirigeant.

Ajoutez une mention standard : « En cas de conflit, la règle la plus favorable au salarié issue de ces textes sera appliquée », et prévoyez un encart pour citer une éventuelle règle interne plus favorable.

Formaliser une procédure disciplinaire conforme aux articles L1332-1 et suivants
Rédigez une fiche procédure qui déroule : vérification du règlement intérieur ou de la note disciplinaire, convocation écrite à entretien (délai, objet, rappel de l’assistance), tenue de l’entretien, décision écrite motivée et notifiée. Référencez explicitement les articles L1332-1 et suivants du Code du travail.

Intégrez une checklist : contrat, règlement ou politique disciplinaire, mails ou rapports factuels, témoignages, convocations, procès-verbal d’entretien, lettre de sanction ou licenciement. Prévoyez un tableau d’archivage avec date d’envoi, mode (LRAR, remise en main propre) et copie numérisée.

Encadrer les modifications du contrat par avenant écrit
Pour toute modification de fonctions, de rémunération ou de durée du travail, votre procédure doit imposer un avenant écrit accepté, en s’appuyant sur la jurisprudence (Cass. soc., 10 juillet 2002, à citer dans la trame). Distinguez clairement simple changement des conditions de travail et modification du contrat.

Checklist à intégrer : contrat initial, fiche de poste, projet d’avenant, preuve de remise et de délai de réflexion, réponse du salarié. Prévoyez un champ obligatoire « Conséquences en cas de refus » avec référence aux articles du Code du travail cités.

Structurer une procédure d’enquête interne (harcèlement, faits sensibles)
Élaborez une procédure d’alerte et d’enquête qui prévoit : réception de l’alerte, décision d’ouverture, information du salarié visé des griefs, recueil des observations, audition des témoins, rapport et décisions. Rappelez la décision Cass. soc., 8 juin 2016 sur la nécessité d’informer le salarié et de lui permettre de s’expliquer.

Prévoyez une checklist de pièces : alerte, désignation de l’enquêteur, comptes rendus d’audition, résumé des faits remis au salarié, réponses de celui-ci, rapport final. Ajoutez un encart RGPD pour le traitement des données issues de l’enquête.

Encadrer absences, visites médicales et gestion des dossiers RH
Rédigez une procédure « absences / visites médicales » décrivant déclaration de l’absence, justificatifs, échanges avec le service de santé au travail et visites de reprise. Listez les pièces : arrêts maladie, convocations, comptes rendus médicaux transmis à l’employeur, échanges avec le salarié.

Pour chaque salarié, fixez dans une courte procédure la structure du dossier RH individuel : contrat et avenants, entretiens, avertissements, formations, décisions disciplinaires. Précisez la durée de conservation et rendez obligatoire l’horodatage de chaque ajout (date, auteur, type de pièce).

Installer un archivage horodaté et exploitable devant un juge
Terminez par une procédure transversale d’archivage : où sont stockées les convocations, PV d’entretien, lettres de licenciement, preuves de diffusion des politiques, DUERP et mises à jour. Imposez la numérisation et l’horodatage systématiques.

Prévoyez un tableau standard à joindre à chaque décision RH : références juridiques citées (articles, arrêts, décisions), liste de pièces internes annexées, dates clés de la procédure. Cet encadré deviendra le sommaire de votre éventuel dossier prud’homal.;arret_cour_cassation;0.322;Cass. Chambre sociale, 14/02/2024, n° 22-19.351
2026-06-07 13:40:25.676811+00;Es tu d'accord avec ces éléments ?
Poser la hiérarchie des normes dans chaque procédure
Commencez chaque trame par un bloc « Base juridique » rappelant : loi/règlement > jurisprudence > contrat de travail > documents d’entreprise > usages. Indiquez les codes applicables (travail, civil, sécurité sociale, RGPD) et, le cas échéant, le Code du commerce si la décision touche un dirigeant.

Ajoutez une mention standard : « En cas de conflit, la règle la plus favorable au salarié issue de ces textes sera appliquée », et prévoyez un encart pour citer une éventuelle règle interne plus favorable.

Formaliser une procédure disciplinaire conforme aux articles L1332-1 et suivants
Rédigez une fiche procédure qui déroule : vérification du règlement intérieur ou de la note disciplinaire, convocation écrite à entretien (délai, objet, rappel de l’assistance), tenue de l’entretien, décision écrite motivée et notifiée. Référencez explicitement les articles L1332-1 et suivants du Code du travail.

Intégrez une checklist : contrat, règlement ou politique disciplinaire, mails ou rapports factuels, témoignages, convocations, procès-verbal d’entretien, lettre de sanction ou licenciement. Prévoyez un tableau d’archivage avec date d’envoi, mode (LRAR, remise en main propre) et copie numérisée.

Encadrer les modifications du contrat par avenant écrit
Pour toute modification de fonctions, de rémunération ou de durée du travail, votre procédure doit imposer un avenant écrit accepté, en s’appuyant sur la jurisprudence (Cass. soc., 10 juillet 2002, à citer dans la trame). Distinguez clairement simple changement des conditions de travail et modification du contrat.

Checklist à intégrer : contrat initial, fiche de poste, projet d’avenant, preuve de remise et de délai de réflexion, réponse du salarié. Prévoyez un champ obligatoire « Conséquences en cas de refus » avec référence aux articles du Code du travail cités.

Structurer une procédure d’enquête interne (harcèlement, faits sensibles)
Élaborez une procédure d’alerte et d’enquête qui prévoit : réception de l’alerte, décision d’ouverture, information du salarié visé des griefs, recueil des observations, audition des témoins, rapport et décisions. Rappelez la décision Cass. soc., 8 juin 2016 sur la nécessité d’informer le salarié et de lui permettre de s’expliquer.

Prévoyez une checklist de pièces : alerte, désignation de l’enquêteur, comptes rendus d’audition, résumé des faits remis au salarié, réponses de celui-ci, rapport final. Ajoutez un encart RGPD pour le traitement des données issues de l’enquête.

Encadrer absences, visites médicales et gestion des dossiers RH
Rédigez une procédure « absences / visites médicales » décrivant déclaration de l’absence, justificatifs, échanges avec le service de santé au travail et visites de reprise. Listez les pièces : arrêts maladie, convocations, comptes rendus médicaux transmis à l’employeur, échanges avec le salarié.

Pour chaque salarié, fixez dans une courte procédure la structure du dossier RH individuel : contrat et avenants, entretiens, avertissements, formations, décisions disciplinaires. Précisez la durée de conservation et rendez obligatoire l’horodatage de chaque ajout (date, auteur, type de pièce).

Installer un archivage horodaté et exploitable devant un juge
Terminez par une procédure transversale d’archivage : où sont stockées les convocations, PV d’entretien, lettres de licenciement, preuves de diffusion des politiques, DUERP et mises à jour. Imposez la numérisation et l’horodatage systématiques.

Prévoyez un tableau standard à joindre à chaque décision RH : références juridiques citées (articles, arrêts, décisions), liste de pièces internes annexées, dates clés de la procédure. Cet encadré deviendra le sommaire de votre éventuel dossier prud’homal.;arret_cour_appel;0.328;Cour d'appel de Nimes, 5ème chambre sociale PH, 12/05/2026, n° 24/02855
